experiment_filename,original_filename,subcategory,category,memorability_score,type
lowmem_45.jpg,n07893642_12155.jpg,champagne,food,0.696078431372549,lowmem
lowmem_46.jpg,n07893642_27662.jpg,champagne,food,0.675675675675676,lowmem
highmem_47.jpg,n07850329_13013.jpg,cheese,food,0.948453608247423,highmem
highmem_48.jpg,n07850329_18623.jpg,cheese,food,0.932203389830508,highmem
lowmem_47.jpg,n07850329_19678.jpg,cheese,food,0.643410852713178,lowmem
lowmem_48.jpg,n07850329_8115.jpg,cheese,food,0.626262626262626,lowmem
highmem_49.jpg,n01514668_10672.jpg,chicken,animal,0.881188118811881,highmem
highmem_50.jpg,n01514859_6849.jpg,chicken,animal,0.881188118811881,highmem
lowmem_49.jpg,n01792955_2693.jpg,chicken,animal,0.551724137931034,lowmem
lowmem_50.jpg,n01514859_10423.jpg,chicken,animal,0.537634408602151,lowmem
highmem_51.jpg,n07911677_3536.jpg,cocktail,food,0.935483870967742,highmem
highmem_52.jpg,n07911677_964.jpg,cocktail,food,0.913461538461538,highmem
lowmem_51.jpg,n07911677_742.jpg,cocktail,food,0.684210526315789,lowmem
lowmem_52.jpg,n07911677_10420.jpg,cocktail,food,0.669724770642202,lowmem
highmem_53.jpg,n07929519_33050.jpg,coffee,food,0.962264150943396,highmem
highmem_54.jpg,n07929519_34325.jpg,coffee,food,0.905405405405405,highmem
lowmem_53.jpg,n07929519_33136.jpg,coffee,food,0.663265306122449,lowmem
lowmem_54.jpg,n07929519_32468.jpg,coffee,food,0.659090909090909,lowmem
highmem_55.jpg,000000373153.jpg,cow,animal,0.911111111111111,highmem
highmem_56.jpg,000000447684.jpg,cow,animal,0.905263157894737,highmem
lowmem_55.jpg,000000067082.jpg,cow,animal,0.413461538461538,lowmem
lowmem_56.jpg,000000363067.jpg,cow,animal,0.392156862745098,lowmem
highmem_57.jpg,e9b2d88b44dc398f.jpg,creek,landscape,0.714285714285714,highmem
highmem_58.jpg,57325acb63287b6e.jpg,creek,landscape,0.696969696969697,highmem
lowmem_57.jpg,sun_auldcjwiqhhhwcld.jpg,creek,landscape,0.280487804878049,lowmem
lowmem_58.jpg,sun_aruzhowbjizakxna.jpg,creek,landscape,0.28,lowmem
highmem_59.jpg,n02430045_5804.jpg,deer,animal,0.846153846153846,highmem
highmem_60.jpg,n02430045_4675.jpg,deer,animal,0.840909090909091,highmem
lowmem_59.jpg,n02434954_5115.jpg,deer,animal,0.49,lowmem
lowmem_60.jpg,n02431441_12391.jpg,deer,animal,0.407766990291262,lowmem
highmem_61.jpg,n09270735_11686.jpg,desert,landscape,0.888888888888889,highmem
highmem_62.jpg,n09270735_5926.jpg,desert,landscape,0.838383838383838,highmem
lowmem_61.jpg,sun_argapbxamkdubgcw.jpg,desert,landscape,0.32967032967033,lowmem
lowmem_62.jpg,sun_ayyysrlyzcgxgato.jpg,desert,landscape,0.311827956989247,lowmem
highmem_63.jpg,n02087551_12257.jpg,dog,animal,0.964285714285714,highmem
highmem_64.jpg,n02091831_1565.jpg,dog,animal,0.952380952380952,highmem
lowmem_63.jpg,000000432752.jpg,dog,animal,0.614678899082569,lowmem
lowmem_64.jpg,n02089973_1846.jpg,dog,animal,0.605042016806723,lowmem
highmem_65.jpg,000000332724.jpg,donut,food,0.975,highmem
highmem_66.jpg,000000244846.jpg,donut,food,0.950980392156863,highmem
lowmem_65.jpg,000000402658.jpg,donut,food,0.727272727272727,lowmem
lowmem_66.jpg,000000097778.jpg,donut,food,0.662921348314607,lowmem
highmem_67.jpg,n01846331_8672.jpg,duck,animal,0.897196261682243,highmem
highmem_68.jpg,n01846331_14535.jpg,duck,animal,0.866666666666667,highmem
lowmem_67.jpg,n01846331_5989.jpg,duck,animal,0.505376344086022,lowmem
lowmem_68.jpg,n01846331_10856.jpg,duck,animal,0.5,lowmem
highmem_69.jpg,000000547131.jpg,elephant,animal,0.941747572815534,highmem
highmem_70.jpg,000000127647.jpg,elephant,animal,0.891089108910891,highmem
lowmem_69.jpg,000000293751.jpg,elephant,animal,0.514285714285714,lowmem
lowmem_70.jpg,000000465324.jpg,elephant,animal,0.470588235294118,lowmem
highmem_71.jpg,n09393605_15838.jpg,field,landscape,0.883495145631068,highmem
highmem_72.jpg,sun_aaylzyqlqrsmfwif.jpg,field,landscape,0.87037037037037,highmem
lowmem_71.jpg,n09393605_32817.jpg,field,landscape,0.247787610619469,lowmem
lowmem_72.jpg,n09393605_10919.jpg,field,landscape,0.243697478991597,lowmem
highmem_73.jpg,n03351262_5274.jpg,fishing boat,vehicle,0.785714285714286,highmem
highmem_74.jpg,n03351262_4056.jpg,fishing boat,vehicle,0.747663551401869,highmem
lowmem_73.jpg,n03351262_5778.jpg,fishing boat,vehicle,0.391304347826087,lowmem
